sale_id,store_id,store_name,product_id,product_name,category,quantity,unit_price,amount,sale_time,date,hour,is_weekend,region,city
SA00001737,S009,星巴克(西宁力盟商业巷店),P014,冰摇柠檬茶,茶饮,1,28,28,2024-12-23 20:56:59,2024-12-23,20,0,青海,西宁市
SA00001738,S009,星巴克(西宁力盟商业巷店),P007,馥芮白,经典咖啡,1,36,36,2024-12-24 12:50:14,2024-12-24,12,0,青海,西宁市
SA00001739,S009,星巴克(西宁力盟商业巷店),P003,卡布奇诺,经典咖啡,1,32,32,2024-12-24 06:36:14,2024-12-24,6,0,青海,西宁市
SA00001740,S009,星巴克(西宁力盟商业巷店),P007,馥芮白,经典咖啡,1,36,36,2024-12-24 01:07:44,2024-12-24,1,0,青海,西宁市
SA00001741,S009,星巴克(西宁力盟商业巷店),P003,卡布奇诺,经典咖啡,1,32,32,2024-12-24 18:11:30,2024-12-24,18,0,青海,西宁市
SA00001742,S009,星巴克(西宁力盟商业巷店),P016,冷萃咖啡,冷萃,3,36,108,2024-12-24 15:20:02,2024-12-24,15,0,青海,西宁市
SA00001743,S009,星巴克(西宁力盟商业巷店),P011,咖啡星冰乐,星冰乐,3,34,102,2024-12-24 06:25:36,2024-12-24,6,0,青海,西宁市
SA00001744,S009,星巴克(西宁力盟商业巷店),P010,摩卡星冰乐,星冰乐,1,36,36,2024-12-24 11:05:43,2024-12-24,11,0,青海,西宁市
SA00001745,S009,星巴克(西宁力盟商业巷店),P009,焦糖星冰乐,星冰乐,3,36,108,2024-12-24 18:08:10,2024-12-24,18,0,青海,西宁市
SA00001746,S009,星巴克(西宁力盟商业巷店),P001,美式咖啡,经典咖啡,1,28,28,2024-12-25 07:16:28,2024-12-25,7,0,青海,西宁市
SA00001747,S009,星巴克(西宁力盟商业巷店),P020,太妃榛果拿铁,特调饮品,1,38,38,2024-12-25 13:56:16,2024-12-25,13,0,青海,西宁市
SA00001748,S009,星巴克(西宁力盟商业巷店),P019,樱花拿铁,特调饮品,1,38,38,2024-12-25 21:43:39,2024-12-25,21,0,青海,西宁市
SA00001749,S009,星巴克(西宁力盟商业巷店),P001,美式咖啡,经典咖啡,1,28,28,2024-12-25 12:11:57,2024-12-25,12,0,青海,西宁市
SA00001750,S009,星巴克(西宁力盟商业巷店),P004,摩卡,经典咖啡,1,35,35,2024-12-25 15:40:08,2024-12-25,15,0,青海,西宁市
SA00001751,S009,星巴克(西宁力盟商业巷店),P013,红茶拿铁,茶饮,2,32,64,2024-12-25 11:34:58,2024-12-25,11,0,青海,西宁市
SA00001752,S009,星巴克(西宁力盟商业巷店),P004,摩卡,经典咖啡,1,35,35,2024-12-25 16:27:43,2024-12-25,16,0,青海,西宁市
SA00001753,S009,星巴克(西宁力盟商业巷店),P020,太妃榛果拿铁,特调饮品,1,38,38,2024-12-26 19:11:36,2024-12-26,19,0,青海,西宁市
SA00001754,S009,星巴克(西宁力盟商业巷店),P013,红茶拿铁,茶饮,1,32,32,2024-12-26 21:21:20,2024-12-26,21,0,青海,西宁市
SA00001755,S009,星巴克(西宁力盟商业巷店),P020,太妃榛果拿铁,特调饮品,1,38,38,2024-12-26 22:28:49,2024-12-26,22,0,青海,西宁市
SA00001756,S009,星巴克(西宁力盟商业巷店),P011,咖啡星冰乐,星冰乐,1,34,34,2024-12-26 10:05:21,2024-12-26,10,0,青海,西宁市
SA00001757,S009,星巴克(西宁力盟商业巷店),P006,浓缩咖啡,经典咖啡,1,22,22,2024-12-26 14:11:12,2024-12-26,14,0,青海,西宁市
SA00001758,S009,星巴克(西宁力盟商业巷店),P003,卡布奇诺,经典咖啡,1,32,32,2024-12-27 16:57:39,2024-12-27,16,0,青海,西宁市
SA00001759,S009,星巴克(西宁力盟商业巷店),P014,冰摇柠檬茶,茶饮,1,28,28,2024-12-27 08:37:44,2024-12-27,8,0,青海,西宁市
SA00001760,S009,星巴克(西宁力盟商业巷店),P004,摩卡,经典咖啡,1,35,35,2024-12-27 14:49:13,2024-12-27,14,0,青海,西宁市
SA00001761,S009,星巴克(西宁力盟商业巷店),P019,樱花拿铁,特调饮品,1,38,38,2024-12-27 14:23:57,2024-12-27,14,0,青海,西宁市
SA00001762,S009,星巴克(西宁力盟商业巷店),P011,咖啡星冰乐,星冰乐,2,34,68,2024-12-27 09:36:46,2024-12-27,9,0,青海,西宁市
SA00001763,S009,星巴克(西宁力盟商业巷店),P009,焦糖星冰乐,星冰乐,1,36,36,2024-12-28 10:29:02,2024-12-28,10,1,青海,西宁市
SA00001764,S009,星巴克(西宁力盟商业巷店),P019,樱花拿铁,特调饮品,1,38,38,2024-12-28 08:06:29,2024-12-28,8,1,青海,西宁市
SA00001765,S009,星巴克(西宁力盟商业巷店),P010,摩卡星冰乐,星冰乐,1,36,36,2024-12-28 20:45:57,2024-12-28,20,1,青海,西宁市
SA00001766,S009,星巴克(西宁力盟商业巷店),P020,太妃榛果拿铁,特调饮品,2,38,76,2024-12-28 15:46:47,2024-12-28,15,1,青海,西宁市
SA00001767,S009,星巴克(西宁力盟商业巷店),P004,摩卡,经典咖啡,1,35,35,2024-12-28 11:06:17,2024-12-28,11,1,青海,西宁市
SA00001768,S009,星巴克(西宁力盟商业巷店),P018,燕麦奶冷萃,冷萃,1,38,38,2024-12-28 19:41:26,2024-12-28,19,1,青海,西宁市
SA00001769,S009,星巴克(西宁力盟商业巷店),P012,抹茶拿铁,茶饮,1,34,34,2024-12-29 23:44:19,2024-12-29,23,1,青海,西宁市
SA00001770,S009,星巴克(西宁力盟商业巷店),P017,气致冷萃,冷萃,1,42,42,2024-12-29 13:53:39,2024-12-29,13,1,青海,西宁市
SA00001771,S009,星巴克(西宁力盟商业巷店),P012,抹茶拿铁,茶饮,1,34,34,2024-12-29 12:05:11,2024-12-29,12,1,青海,西宁市
SA00001772,S009,星巴克(西宁力盟商业巷店),P003,卡布奇诺,经典咖啡,1,32,32,2024-12-29 14:20:30,2024-12-29,14,1,青海,西宁市
SA00001773,S009,星巴克(西宁力盟商业巷店),P007,馥芮白,经典咖啡,1,36,36,2024-12-29 15:19:42,2024-12-29,15,1,青海,西宁市
SA00001774,S009,星巴克(西宁力盟商业巷店),P010,摩卡星冰乐,星冰乐,1,36,36,2024-12-29 05:58:32,2024-12-29,5,1,青海,西宁市
SA00001775,S009,星巴克(西宁力盟商业巷店),P003,卡布奇诺,经典咖啡,2,32,64,2024-12-29 19:10:25,2024-12-29,19,1,青海,西宁市
SA00001776,S009,星巴克(西宁力盟商业巷店),P002,拿铁,经典咖啡,2,32,64,2024-12-29 05:05:43,2024-12-29,5,1,青海,西宁市
SA00001777,S009,星巴克(西宁力盟商业巷店),P017,气致冷萃,冷萃,2,42,84,2024-12-29 08:02:59,2024-12-29,8,1,青海,西宁市
SA00001778,S009,星巴克(西宁力盟商业巷店),P012,抹茶拿铁,茶饮,1,34,34,2024-12-30 17:00:26,2024-12-30,17,0,青海,西宁市
SA00001779,S009,星巴克(西宁力盟商业巷店),P008,抹茶星冰乐,星冰乐,2,38,76,2024-12-30 08:01:32,2024-12-30,8,0,青海,西宁市
SA00001780,S009,星巴克(西宁力盟商业巷店),P012,抹茶拿铁,茶饮,2,34,68,2024-12-30 08:23:12,2024-12-30,8,0,青海,西宁市
SA00001781,S009,星巴克(西宁力盟商业巷店),P009,焦糖星冰乐,星冰乐,1,36,36,2024-12-31 07:20:03,2024-12-31,7,0,青海,西宁市
SA00001782,S009,星巴克(西宁力盟商业巷店),P004,摩卡,经典咖啡,2,35,70,2024-12-31 10:50:45,2024-12-31,10,0,青海,西宁市
SA00001783,S009,星巴克(西宁力盟商业巷店),P005,焦糖玛奇朵,经典咖啡,1,35,35,2024-12-31 10:32:40,2024-12-31,10,0,青海,西宁市
SA00001784,S009,星巴克(西宁力盟商业巷店),P011,咖啡星冰乐,星冰乐,1,34,34,2024-12-31 19:44:36,2024-12-31,19,0,青海,西宁市
SA00001785,S009,星巴克(西宁力盟商业巷店),P018,燕麦奶冷萃,冷萃,2,38,76,2024-12-31 18:09:06,2024-12-31,18,0,青海,西宁市
SA00001786,S009,星巴克(西宁力盟商业巷店),P013,红茶拿铁,茶饮,2,32,64,2024-12-31 21:38:49,2024-12-31,21,0,青海,西宁市
SA00001787,S009,星巴克(西宁力盟商业巷店),P019,樱花拿铁,特调饮品,3,38,114,2024-12-31 18:55:26,2024-12-31,18,0,青海,西宁市
SA00001788,S010,星巴克(北京常通路第一咖啡店),P015,冰摇桃桃绿茶,茶饮,1,30,30,2024-12-01 17:42:49,2024-12-01,17,1,北京,北京市
SA00001789,S010,星巴克(北京常通路第一咖啡店),P011,咖啡星冰乐,星冰乐,1,34,34,2024-12-01 13:02:37,2024-12-01,13,1,北京,北京市
SA00001790,S010,星巴克(北京常通路第一咖啡店),P008,抹茶星冰乐,星冰乐,1,38,38,2024-12-01 07:00:56,2024-12-01,7,1,北京,北京市
SA00001791,S010,星巴克(北京常通路第一咖啡店),P014,冰摇柠檬茶,茶饮,3,28,84,2024-12-01 19:50:11,2024-12-01,19,1,北京,北京市
SA00001792,S010,星巴克(北京常通路第一咖啡店),P008,抹茶星冰乐,星冰乐,2,38,76,2024-12-01 09:59:27,2024-12-01,9,1,北京,北京市
SA00001793,S010,星巴克(北京常通路第一咖啡店),P006,浓缩咖啡,经典咖啡,1,22,22,2024-12-02 15:36:28,2024-12-02,15,0,北京,北京市
SA00001794,S010,星巴克(北京常通路第一咖啡店),P006,浓缩咖啡,经典咖啡,2,22,44,2024-12-02 07:29:22,2024-12-02,7,0,北京,北京市
SA00001795,S010,星巴克(北京常通路第一咖啡店),P015,冰摇桃桃绿茶,茶饮,1,30,30,2024-12-02 11:46:13,2024-12-02,11,0,北京,北京市
SA00001796,S010,星巴克(北京常通路第一咖啡店),P016,冷萃咖啡,冷萃,1,36,36,2024-12-02 16:54:50,2024-12-02,16,0,北京,北京市
SA00001797,S010,星巴克(北京常通路第一咖啡店),P002,拿铁,经典咖啡,1,32,32,2024-12-02 08:17:06,2024-12-02,8,0,北京,北京市
SA00001798,S010,星巴克(北京常通路第一咖啡店),P014,冰摇柠檬茶,茶饮,1,28,28,2024-12-02 20:59:26,2024-12-02,20,0,北京,北京市
SA00001799,S010,星巴克(北京常通路第一咖啡店),P003,卡布奇诺,经典咖啡,2,32,64,2024-12-02 07:19:18,2024-12-02,7,0,北京,北京市
SA00001800,S010,星巴克(北京常通路第一咖啡店),P008,抹茶星冰乐,星冰乐,1,38,38,2024-12-03 20:20:40,2024-12-03,20,0,北京,北京市
SA00001801,S010,星巴克(北京常通路第一咖啡店),P019,樱花拿铁,特调饮品,2,38,76,2024-12-03 08:18:45,2024-12-03,8,0,北京,北京市
SA00001802,S010,星巴克(北京常通路第一咖啡店),P019,樱花拿铁,特调饮品,1,38,38,2024-12-03 14:53:28,2024-12-03,14,0,北京,北京市
SA00001803,S010,星巴克(北京常通路第一咖啡店),P005,焦糖玛奇朵,经典咖啡,1,35,35,2024-12-03 07:10:08,2024-12-03,7,0,北京,北京市
SA00001804,S010,星巴克(北京常通路第一咖啡店),P003,卡布奇诺,经典咖啡,1,32,32,2024-12-03 10:05:23,2024-12-03,10,0,北京,北京市
SA00001805,S010,星巴克(北京常通路第一咖啡店),P013,红茶拿铁,茶饮,1,32,32,2024-12-03 09:04:24,2024-12-03,9,0,北京,北京市
SA00001806,S010,星巴克(北京常通路第一咖啡店),P001,美式咖啡,经典咖啡,2,28,56,2024-12-03 17:11:47,2024-12-03,17,0,北京,北京市
SA00001807,S010,星巴克(北京常通路第一咖啡店),P006,浓缩咖啡,经典咖啡,1,22,22,2024-12-03 13:50:12,2024-12-03,13,0,北京,北京市
SA00001808,S010,星巴克(北京常通路第一咖啡店),P016,冷萃咖啡,冷萃,1,36,36,2024-12-03 12:21:28,2024-12-03,12,0,北京,北京市
SA00001809,S010,星巴克(北京常通路第一咖啡店),P018,燕麦奶冷萃,冷萃,1,38,38,2024-12-03 08:52:59,2024-12-03,8,0,北京,北京市
SA00001810,S010,星巴克(北京常通路第一咖啡店),P006,浓缩咖啡,经典咖啡,1,22,22,2024-12-04 14:42:25,2024-12-04,14,0,北京,北京市
SA00001811,S010,星巴克(北京常通路第一咖啡店),P004,摩卡,经典咖啡,1,35,35,2024-12-04 08:33:30,2024-12-04,8,0,北京,北京市
SA00001812,S010,星巴克(北京常通路第一咖啡店),P013,红茶拿铁,茶饮,1,32,32,2024-12-04 13:00:53,2024-12-04,13,0,北京,北京市
SA00001813,S010,星巴克(北京常通路第一咖啡店),P017,气致冷萃,冷萃,1,42,42,2024-12-04 17:28:55,2024-12-04,17,0,北京,北京市
SA00001814,S010,星巴克(北京常通路第一咖啡店),P011,咖啡星冰乐,星冰乐,2,34,68,2024-12-04 16:36:03,2024-12-04,16,0,北京,北京市
SA00001815,S010,星巴克(北京常通路第一咖啡店),P006,浓缩咖啡,经典咖啡,3,22,66,2024-12-04 17:19:36,2024-12-04,17,0,北京,北京市
SA00001816,S010,星巴克(北京常通路第一咖啡店),P019,樱花拿铁,特调饮品,2,38,76,2024-12-04 13:24:04,2024-12-04,13,0,北京,北京市
SA00001817,S010,星巴克(北京常通路第一咖啡店),P005,焦糖玛奇朵,经典咖啡,1,35,35,2024-12-04 21:28:15,2024-12-04,21,0,北京,北京市
SA00001818,S010,星巴克(北京常通路第一咖啡店),P002,拿铁,经典咖啡,3,32,96,2024-12-04 17:02:58,2024-12-04,17,0,北京,北京市
SA00001819,S010,星巴克(北京常通路第一咖啡店),P003,卡布奇诺,经典咖啡,1,32,32,2024-12-05 08:51:48,2024-12-05,8,0,北京,北京市
SA00001820,S010,星巴克(北京常通路第一咖啡店),P020,太妃榛果拿铁,特调饮品,1,38,38,2024-12-05 08:05:06,2024-12-05,8,0,北京,北京市
SA00001821,S010,星巴克(北京常通路第一咖啡店),P015,冰摇桃桃绿茶,茶饮,1,30,30,2024-12-05 09:41:34,2024-12-05,9,0,北京,北京市
SA00001822,S010,星巴克(北京常通路第一咖啡店),P018,燕麦奶冷萃,冷萃,2,38,76,2024-12-05 08:36:21,2024-12-05,8,0,北京,北京市
SA00001823,S010,星巴克(北京常通路第一咖啡店),P011,咖啡星冰乐,星冰乐,1,34,34,2024-12-05 13:36:29,2024-12-05,13,0,北京,北京市
SA00001824,S010,星巴克(北京常通路第一咖啡店),P004,摩卡,经典咖啡,1,35,35,2024-12-05 16:57:18,2024-12-05,16,0,北京,北京市
SA00001825,S010,星巴克(北京常通路第一咖啡店),P013,红茶拿铁,茶饮,1,32,32,2024-12-05 16:40:11,2024-12-05,16,0,北京,北京市
SA00001826,S010,星巴克(北京常通路第一咖啡店),P007,馥芮白,经典咖啡,2,36,72,2024-12-05 16:28:23,2024-12-05,16,0,北京,北京市
SA00001827,S010,星巴克(北京常通路第一咖啡店),P003,卡布奇诺,经典咖啡,2,32,64,2024-12-05 16:53:09,2024-12-05,16,0,北京,北京市
SA00001828,S010,星巴克(北京常通路第一咖啡店),P013,红茶拿铁,茶饮,2,32,64,2024-12-06 13:23:28,2024-12-06,13,0,北京,北京市
SA00001829,S010,星巴克(北京常通路第一咖啡店),P015,冰摇桃桃绿茶,茶饮,1,30,30,2024-12-06 10:26:02,2024-12-06,10,0,北京,北京市
SA00001830,S010,星巴克(北京常通路第一咖啡店),P015,冰摇桃桃绿茶,茶饮,2,30,60,2024-12-06 14:01:57,2024-12-06,14,0,北京,北京市
SA00001831,S010,星巴克(北京常通路第一咖啡店),P015,冰摇桃桃绿茶,茶饮,1,30,30,2024-12-06 08:40:58,2024-12-06,8,0,北京,北京市
SA00001832,S010,星巴克(北京常通路第一咖啡店),P018,燕麦奶冷萃,冷萃,2,38,76,2024-12-06 16:47:06,2024-12-06,16,0,北京,北京市
SA00001833,S010,星巴克(北京常通路第一咖啡店),P007,馥芮白,经典咖啡,2,36,72,2024-12-06 15:04:57,2024-12-06,15,0,北京,北京市
SA00001834,S010,星巴克(北京常通路第一咖啡店),P004,摩卡,经典咖啡,1,35,35,2024-12-07 16:15:04,2024-12-07,16,1,北京,北京市
SA00001835,S010,星巴克(北京常通路第一咖啡店),P004,摩卡,经典咖啡,2,35,70,2024-12-07 08:47:26,2024-12-07,8,1,北京,北京市
SA00001836,S010,星巴克(北京常通路第一咖啡店),P012,抹茶拿铁,茶饮,1,34,34,2024-12-07 08:04:59,2024-12-07,8,1,北京,北京市
SA00001837,S010,星巴克(北京常通路第一咖啡店),P011,咖啡星冰乐,星冰乐,1,34,34,2024-12-07 08:45:52,2024-12-07,8,1,北京,北京市
SA00001838,S010,星巴克(北京常通路第一咖啡店),P002,拿铁,经典咖啡,1,32,32,2024-12-07 15:32:16,2024-12-07,15,1,北京,北京市
SA00001839,S010,星巴克(北京常通路第一咖啡店),P016,冷萃咖啡,冷萃,1,36,36,2024-12-07 14:21:23,2024-12-07,14,1,北京,北京市
SA00001840,S010,星巴克(北京常通路第一咖啡店),P006,浓缩咖啡,经典咖啡,1,22,22,2024-12-07 19:42:45,2024-12-07,19,1,北京,北京市
SA00001841,S010,星巴克(北京常通路第一咖啡店),P003,卡布奇诺,经典咖啡,1,32,32,2024-12-07 11:54:56,2024-12-07,11,1,北京,北京市
SA00001842,S010,星巴克(北京常通路第一咖啡店),P016,冷萃咖啡,冷萃,1,36,36,2024-12-07 09:47:32,2024-12-07,9,1,北京,北京市
SA00001843,S010,星巴克(北京常通路第一咖啡店),P008,抹茶星冰乐,星冰乐,2,38,76,2024-12-07 10:52:41,2024-12-07,10,1,北京,北京市
SA00001844,S010,星巴克(北京常通路第一咖啡店),P014,冰摇柠檬茶,茶饮,2,28,56,2024-12-07 14:39:41,2024-12-07,14,1,北京,北京市
SA00001845,S010,星巴克(北京常通路第一咖啡店),P015,冰摇桃桃绿茶,茶饮,1,30,30,2024-12-07 08:07:08,2024-12-07,8,1,北京,北京市
SA00001846,S010,星巴克(北京常通路第一咖啡店),P012,抹茶拿铁,茶饮,2,34,68,2024-12-07 23:40:17,2024-12-07,23,1,北京,北京市
SA00001847,S010,星巴克(北京常通路第一咖啡店),P013,红茶拿铁,茶饮,1,32,32,2024-12-07 12:43:57,2024-12-07,12,1,北京,北京市
SA00001848,S010,星巴克(北京常通路第一咖啡店),P009,焦糖星冰乐,星冰乐,1,36,36,2024-12-07 08:10:51,2024-12-07,8,1,北京,北京市
SA00001849,S010,星巴克(北京常通路第一咖啡店),P007,馥芮白,经典咖啡,2,36,72,2024-12-08 12:28:29,2024-12-08,12,1,北京,北京市
SA00001850,S010,星巴克(北京常通路第一咖啡店),P001,美式咖啡,经典咖啡,1,28,28,2024-12-08 17:30:25,2024-12-08,17,1,北京,北京市
SA00001851,S010,星巴克(北京常通路第一咖啡店),P019,樱花拿铁,特调饮品,1,38,38,2024-12-08 10:13:03,2024-12-08,10,1,北京,北京市
SA00001852,S010,星巴克(北京常通路第一咖啡店),P019,樱花拿铁,特调饮品,1,38,38,2024-12-08 10:43:12,2024-12-08,10,1,北京,北京市
SA00001853,S010,星巴克(北京常通路第一咖啡店),P011,咖啡星冰乐,星冰乐,1,34,34,2024-12-08 07:47:51,2024-12-08,7,1,北京,北京市
SA00001854,S010,星巴克(北京常通路第一咖啡店),P016,冷萃咖啡,冷萃,1,36,36,2024-12-08 15:50:12,2024-12-08,15,1,北京,北京市
SA00001855,S010,星巴克(北京常通路第一咖啡店),P016,冷萃咖啡,冷萃,1,36,36,2024-12-08 08:17:08,2024-12-08,8,1,北京,北京市
SA00001856,S010,星巴克(北京常通路第一咖啡店),P013,红茶拿铁,茶饮,1,32,32,2024-12-08 12:55:55,2024-12-08,12,1,北京,北京市
SA00001857,S010,星巴克(北京常通路第一咖啡店),P010,摩卡星冰乐,星冰乐,2,36,72,2024-12-08 11:58:06,2024-12-08,11,1,北京,北京市
SA00001858,S010,星巴克(北京常通路第一咖啡店),P016,冷萃咖啡,冷萃,1,36,36,2024-12-08 09:33:32,2024-12-08,9,1,北京,北京市
SA00001859,S010,星巴克(北京常通路第一咖啡店),P020,太妃榛果拿铁,特调饮品,1,38,38,2024-12-08 17:56:48,2024-12-08,17,1,北京,北京市
SA00001860,S010,星巴克(北京常通路第一咖啡店),P004,摩卡,经典咖啡,1,35,35,2024-12-08 19:41:48,2024-12-08,19,1,北京,北京市
SA00001861,S010,星巴克(北京常通路第一咖啡店),P015,冰摇桃桃绿茶,茶饮,1,30,30,2024-12-08 08:26:33,2024-12-08,8,1,北京,北京市
SA00001862,S010,星巴克(北京常通路第一咖啡店),P008,抹茶星冰乐,星冰乐,1,38,38,2024-12-08 17:17:42,2024-12-08,17,1,北京,北京市
SA00001863,S010,星巴克(北京常通路第一咖啡店),P001,美式咖啡,经典咖啡,1,28,28,2024-12-08 14:02:10,2024-12-08,14,1,北京,北京市
SA00001864,S010,星巴克(北京常通路第一咖啡店),P004,摩卡,经典咖啡,2,35,70,2024-12-09 21:12:12,2024-12-09,21,0,北京,北京市
SA00001865,S010,星巴克(北京常通路第一咖啡店),P001,美式咖啡,经典咖啡,1,28,28,2024-12-09 08:27:05,2024-12-09,8,0,北京,北京市
SA00001866,S010,星巴克(北京常通路第一咖啡店),P010,摩卡星冰乐,星冰乐,2,36,72,2024-12-09 07:27:03,2024-12-09,7,0,北京,北京市
SA00001867,S010,星巴克(北京常通路第一咖啡店),P013,红茶拿铁,茶饮,1,32,32,2024-12-09 17:45:55,2024-12-09,17,0,北京,北京市
SA00001868,S010,星巴克(北京常通路第一咖啡店),P018,燕麦奶冷萃,冷萃,1,38,38,2024-12-09 10:56:13,2024-12-09,10,0,北京,北京市
SA00001869,S010,星巴克(北京常通路第一咖啡店),P003,卡布奇诺,经典咖啡,1,32,32,2024-12-09 09:22:15,2024-12-09,9,0,北京,北京市
SA00001870,S010,星巴克(北京常通路第一咖啡店),P012,抹茶拿铁,茶饮,1,34,34,2024-12-09 15:31:26,2024-12-09,15,0,北京,北京市
SA00001871,S010,星巴克(北京常通路第一咖啡店),P020,太妃榛果拿铁,特调饮品,1,38,38,2024-12-09 11:44:30,2024-12-09,11,0,北京,北京市
SA00001872,S010,星巴克(北京常通路第一咖啡店),P017,气致冷萃,冷萃,1,42,42,2024-12-09 07:04:30,2024-12-09,7,0,北京,北京市
SA00001873,S010,星巴克(北京常通路第一咖啡店),P019,樱花拿铁,特调饮品,1,38,38,2024-12-09 22:36:24,2024-12-09,22,0,北京,北京市
SA00001874,S010,星巴克(北京常通路第一咖啡店),P008,抹茶星冰乐,星冰乐,1,38,38,2024-12-09 10:45:09,2024-12-09,10,0,北京,北京市
SA00001875,S010,星巴克(北京常通路第一咖啡店),P002,拿铁,经典咖啡,2,32,64,2024-12-09 18:16:56,2024-12-09,18,0,北京,北京市
SA00001876,S010,星巴克(北京常通路第一咖啡店),P012,抹茶拿铁,茶饮,2,34,68,2024-12-10 15:05:48,2024-12-10,15,0,北京,北京市
SA00001877,S010,星巴克(北京常通路第一咖啡店),P002,拿铁,经典咖啡,1,32,32,2024-12-10 12:48:35,2024-12-10,12,0,北京,北京市
SA00001878,S010,星巴克(北京常通路第一咖啡店),P016,冷萃咖啡,冷萃,1,36,36,2024-12-10 09:49:43,2024-12-10,9,0,北京,北京市
SA00001879,S010,星巴克(北京常通路第一咖啡店),P003,卡布奇诺,经典咖啡,1,32,32,2024-12-10 08:42:42,2024-12-10,8,0,北京,北京市
SA00001880,S010,星巴克(北京常通路第一咖啡店),P007,馥芮白,经典咖啡,1,36,36,2024-12-10 07:25:47,2024-12-10,7,0,北京,北京市
SA00001881,S010,星巴克(北京常通路第一咖啡店),P017,气致冷萃,冷萃,1,42,42,2024-12-10 08:54:09,2024-12-10,8,0,北京,北京市
SA00001882,S010,星巴克(北京常通路第一咖啡店),P011,咖啡星冰乐,星冰乐,1,34,34,2024-12-10 19:22:57,2024-12-10,19,0,北京,北京市
SA00001883,S010,星巴克(北京常通路第一咖啡店),P006,浓缩咖啡,经典咖啡,1,22,22,2024-12-10 20:04:59,2024-12-10,20,0,北京,北京市
SA00001884,S010,星巴克(北京常通路第一咖啡店),P006,浓缩咖啡,经典咖啡,1,22,22,2024-12-10 16:37:45,2024-12-10,16,0,北京,北京市
SA00001885,S010,星巴克(北京常通路第一咖啡店),P001,美式咖啡,经典咖啡,1,28,28,2024-12-10 10:56:25,2024-12-10,10,0,北京,北京市
SA00001886,S010,星巴克(北京常通路第一咖啡店),P016,冷萃咖啡,冷萃,1,36,36,2024-12-10 06:50:03,2024-12-10,6,0,北京,北京市
SA00001887,S010,星巴克(北京常通路第一咖啡店),P001,美式咖啡,经典咖啡,3,28,84,2024-12-10 16:04:01,2024-12-10,16,0,北京,北京市
SA00001888,S010,星巴克(北京常通路第一咖啡店),P012,抹茶拿铁,茶饮,1,34,34,2024-12-11 09:06:16,2024-12-11,9,0,北京,北京市
SA00001889,S010,星巴克(北京常通路第一咖啡店),P011,咖啡星冰乐,星冰乐,1,34,34,2024-12-11 07:53:56,2024-12-11,7,0,北京,北京市
SA00001890,S010,星巴克(北京常通路第一咖啡店),P012,抹茶拿铁,茶饮,1,34,34,2024-12-11 18:24:14,2024-12-11,18,0,北京,北京市
SA00001891,S010,星巴克(北京常通路第一咖啡店),P018,燕麦奶冷萃,冷萃,1,38,38,2024-12-11 16:29:21,2024-12-11,16,0,北京,北京市
SA00001892,S010,星巴克(北京常通路第一咖啡店),P018,燕麦奶冷萃,冷萃,1,38,38,2024-12-11 19:32:19,2024-12-11,19,0,北京,北京市
SA00001893,S010,星巴克(北京常通路第一咖啡店),P017,气致冷萃,冷萃,1,42,42,2024-12-11 17:37:17,2024-12-11,17,0,北京,北京市
SA00001894,S010,星巴克(北京常通路第一咖啡店),P017,气致冷萃,冷萃,1,42,42,2024-12-12 13:27:35,2024-12-12,13,0,北京,北京市
SA00001895,S010,星巴克(北京常通路第一咖啡店),P016,冷萃咖啡,冷萃,1,36,36,2024-12-12 21:45:27,2024-12-12,21,0,北京,北京市
SA00001896,S010,星巴克(北京常通路第一咖啡店),P010,摩卡星冰乐,星冰乐,1,36,36,2024-12-12 12:23:46,2024-12-12,12,0,北京,北京市
SA00001897,S010,星巴克(北京常通路第一咖啡店),P016,冷萃咖啡,冷萃,2,36,72,2024-12-12 16:23:35,2024-12-12,16,0,北京,北京市
SA00001898,S010,星巴克(北京常通路第一咖啡店),P012,抹茶拿铁,茶饮,2,34,68,2024-12-12 14:08:14,2024-12-12,14,0,北京,北京市
SA00001899,S010,星巴克(北京常通路第一咖啡店),P004,摩卡,经典咖啡,1,35,35,2024-12-12 10:38:39,2024-12-12,10,0,北京,北京市
SA00001900,S010,星巴克(北京常通路第一咖啡店),P007,馥芮白,经典咖啡,2,36,72,2024-12-12 07:44:58,2024-12-12,7,0,北京,北京市
SA00001901,S010,星巴克(北京常通路第一咖啡店),P004,摩卡,经典咖啡,1,35,35,2024-12-13 14:59:31,2024-12-13,14,0,北京,北京市
SA00001902,S010,星巴克(北京常通路第一咖啡店),P011,咖啡星冰乐,星冰乐,2,34,68,2024-12-13 20:46:31,2024-12-13,20,0,北京,北京市
SA00001903,S010,星巴克(北京常通路第一咖啡店),P017,气致冷萃,冷萃,2,42,84,2024-12-13 12:55:31,2024-12-13,12,0,北京,北京市
SA00001904,S010,星巴克(北京常通路第一咖啡店),P001,美式咖啡,经典咖啡,1,28,28,2024-12-13 17:32:41,2024-12-13,17,0,北京,北京市
SA00001905,S010,星巴克(北京常通路第一咖啡店),P015,冰摇桃桃绿茶,茶饮,1,30,30,2024-12-13 17:50:14,2024-12-13,17,0,北京,北京市
SA00001906,S010,星巴克(北京常通路第一咖啡店),P020,太妃榛果拿铁,特调饮品,1,38,38,2024-12-13 13:25:39,2024-12-13,13,0,北京,北京市
